Px	Sensitivity	Additional multiplier
1343	7332.89844920205	1
1344	7335.08405176739	1
1345	7320.47426208483	1
1346	7325.22397117231	1
1347	7330.1461829939	1
1348	7323.27321354628	1
1349	7328.13452768661	1
1350	7326.97360296914	1
1351	7326.23672184959	1
1352	7339.45226104343	1
1353	7312.14815920117	1
1354	7299.39071152595	1
1355	7308.92967809436	1
1356	7327.22919315453	1
1357	7323.64062509815	1
1358	7325.65458779933	1
1359	7324.99436526501	1
1360	7310.62824488498	1
1361	7300.18574130729	1
1362	7307.98806938814	1
1363	7338.32735086733	1
1364	7337.40136501712	1
1365	7326.24041020253	1
1366	7318.88121175775	1
1367	7319.21942124733	1
1368	7312.04718412039	1
1369	7297.710959591	1
1370	7308.81694487153	1
1371	7306.66825272125	1
1372	7318.7231130399	1
1373	7309.51967651566	1
1374	7343.38664091392	1
1375	7351.43380638387	1
1376	7330.06669054052	1
1377	7308.58246697104	1
1378	7293.37476612499	1
1379	7283.35072008704	1
1380	7285.73512068397	1
1381	7287.70289120852	1
1382	7283.9054483331	1
1383	7259.83598367998	1
1384	7254.24019976147	1
1385	7244.83426159653	1
1386	7224.87647382998	1
1387	7223.60878110907	1
1388	7225.62932832789	1
1389	7226.16580582037	1
1390	7241.42271748953	1
1391	7224.38763881325	1
1392	7204.71232548492	1
1393	7185.73093436678	1
1394	7166.5136664079	1
1395	7141.93599428031	1
1396	7122.3157835715	1
1397	7113.12934118503	1
1398	7107.08382209449	1
1399	7105.8212206981	1
1400	7112.71427321056	1
1401	7129.7579746534	1
1402	7131.31646351571	1
1403	7128.08471339864	1
1404	7140.26724018196	1
1405	7118.89047971078	1
1406	7108.23890282149	1
1407	7109.9191451349	1
1408	7096.07450716471	1
1409	7085.68251076524	1
1410	7084.20490677092	1
1411	7039.5208190864	1
1412	7039.43508345002	1
1413	7049.7705015378	1
1414	7040.2084249927	1
1415	7042.8250599376	1
1416	7038.7624529528	1
1417	7046.68144955742	1
1418	7051.70065322557	1
1419	7041.80587334342	1
1420	7037.86001006804	1
1421	7018.1148796446	1
1422	7012.41636882772	1
1423	7003.5790509037	1
1424	7003.9268618194	1
1425	7007.94568934644	1
1426	7035.69728448656	1
1427	7058.42137706231	1
1428	7073.38864748757	1
1429	7083.34541411303	1
1430	7067.68445293698	1
1431	7070.40192768169	1
1432	7109.664116326	1
1433	7130.10676541148	1
1434	7126.41904397834	1
1435	7123.98601261522	1
1436	7104.4603685834	1
1437	7080.17669210578	1
1438	7053.04085773973	1
1439	7032.21774129768	1
1440	7039.13968650142	1
1441	7043.42531771149	1
1442	7051.43612645576	1
1443	7022.61762039659	1
1444	7029.82936976131	1
1445	7014.92808911998	1
1446	7029.64817810292	1
1447	7025.50042948833	1
1448	6993.20870201148	1
1449	6974.03515010648	1
1450	6957.123892555	1
1451	6952.60197449277	1
1452	6941.61978204317	1
1453	6927.77286672558	1
1454	6909.5002650945	1
1455	6884.78429838876	1
1456	6866.53355632775	1
1457	6874.15871716389	1
1458	6892.79720448777	1
1459	6894.45237190045	1
1460	6901.61659876616	1
1461	6888.04676220756	1
1462	6882.91957553548	1
1463	6875.70975136997	1
1464	6872.94894435646	1
1465	6858.20147491369	1
1466	6862.32152264983	1
1467	6839.66233845929	1
1468	6812.49072392652	1
1469	6820.49483649466	1
1470	6825.66628098907	1
1471	6836.9011317871	1
1472	6840.58247664618	1
1473	6848.03053752207	1
1474	6834.19823031934	1
1475	6829.09879431246	1
1476	6848.27453267098	1
1477	6863.56704121713	1
1478	6866.95288927134	1
1479	6858.67709743649	1
1480	6870.90642230596	1
1481	6876.40409303762	1
1482	6880.89777828252	1
1483	6864.90174697881	1
1484	6857.2758145151	1
1485	6867.31633420052	1
1486	6870.32942188647	1
1487	6875.00094474994	1
1488	6871.09838258751	1
1489	6873.25864497262	1
1490	6860.44102213981	1
1491	6858.37388220251	1
1492	6858.27602096882	1
1493	6845.12771570856	1
1494	6818.53747926778	1
1495	6798.75189540519	1
1496	6768.14832818228	1
1497	6749.80242476084	1
1498	6730.96519297658	1
1499	6723.99714470236	1
1500	6708.37863073163	1
1501	6691.29685211087	1
1502	6665.25772482914	1
1503	6659.89878682123	1
1504	6661.66353434644	1
1505	6649.1199687149	1
1506	6635.67831049734	1
1507	6623.15257685982	1
1508	6605.47654559992	1
1509	6588.72615036364	1
1510	6603.64819445107	1
1511	6630.18278414779	1
1512	6628.91720623691	1
1513	6633.42067022415	1
1514	6626.10929108502	1
1515	6622.21656836148	1
1516	6640.92325902781	1
1517	6639.58605264449	1
1518	6638.68894978391	1
1519	6638.44331263598	1
1520	6641.99131647503	1
1521	6651.30676582433	1
1522	6655.63428305882	1
1523	6702.5854459812	1
1524	6721.02234930898	1
1525	6716.55134800291	1
1526	6732.80367290486	1
1527	6728.75821495537	1
1528	6730.86004369265	1
1529	6749.7715260578	1
1530	6756.07190602555	1
1531	6747.2229306363	1
1532	6727.27212020788	1
1533	6731.77371801487	1
1534	6729.12512722425	1
1535	6745.88243942138	1
1536	6740.51620488916	1
1537	6741.94912774833	1
1538	6764.6407382741	1
1539	6787.3015786472	1
1540	6793.11269027992	1
1541	6791.72426540525	1
1542	6779.13330551611	1
1543	6781.92035269386	1
1544	6753.38239836977	1
1545	6721.02221549943	1
1546	6735.54449758924	1
1547	6736.9781245459	1
1548	6760.64487296583	1
1549	6765.84297981497	1
1550	6742.67249774247	1
1551	6740.57176652723	1
1552	6723.63327523549	1
1553	6725.40741936685	1
1554	6715.47235445319	1
1555	6697.66312879689	1
1556	6680.40945208961	1
1557	6692.90479232835	1
1558	6687.89346993458	1
1559	6685.87113811762	1
1560	6670.29463660052	1
1561	6666.23176830455	1
1562	6660.82066998963	1
1563	6681.28072452474	1
1564	6686.27888026412	1
1565	6680.1118128565	1
1566	6679.51794830917	1
1567	6681.07074304546	1
1568	6679.49792866138	1
1569	6656.60990671483	1
1570	6652.25051669051	1
1571	6642.83059124778	1
1572	6625.79129569048	1
1573	6616.98746913374	1
1574	6610.79640115343	1
1575	6600.52998208603	1
1576	6591.55982005204	1
1577	6594.70370724602	1
1578	6598.02104738575	1
1579	6586.09797239267	1
1580	6577.91580843145	1
1581	6575.99380017873	1
1582	6572.85940415011	1
1583	6576.53952009585	1
1584	6551.68866927357	1
1585	6537.07888651322	1
1586	6536.96470399149	1
1587	6551.83434787766	1
1588	6543.91700907636	1
1589	6510.98375470219	1
1590	6512.73730405172	1
1591	6525.0166095088	1
1592	6548.03866442625	1
1593	6570.21194033933	1
1594	6572.47152554271	1
1595	6556.13114640263	1
1596	6554.68377752003	1
1597	6553.40510670967	1
1598	6561.68412114801	1
1599	6547.76864752427	1
1600	6550.92874410214	1
1601	6540.58626072591	1
1602	6532.46540799192	1
1603	6548.82863544246	1
1604	6550.94353407945	1
1605	6560.79953838811	1
1606	6569.1103292225	1
1607	6575.44743056431	1
1608	6578.26936635213	1
1609	6584.02475852085	1
1610	6599.67281757862	1
1611	6609.5983539653	1
1612	6608.43007689132	1
1613	6597.08266599094	1
1614	6581.08657139485	1
1615	6587.20086056338	1
1616	6600.90918290142	1
1617	6613.83084397519	1
1618	6611.08341574892	1
1619	6611.95354260063	1
1620	6613.05979590719	1
1621	6609.55601199535	1
1622	6617.72632693302	1
1623	6624.5571267356	1
1624	6622.84644287172	1
1625	6633.6601457587	1
1626	6644.70143394887	1
1627	6643.51357967159	1
1628	6653.32061439156	1
1629	6651.88015788653	1
1630	6638.24725901417	1
1631	6652.95047406273	1
1632	6649.07641571019	1
1633	6635.80389188341	1
1634	6636.80866762732	1
1635	6647.63536763466	1
1636	6653.45749313735	1
1637	6661.92447653579	1
1638	6660.76844173882	1
1639	6685.55534758284	1
1640	6680.91126165286	1
1641	6675.60780683252	1
1642	6684.1703524747	1
1643	6695.72983348952	1
1644	6697.80985378374	1
1645	6692.45932196508	1
1646	6683.8355352853	1
1647	6691.13932308246	1
1648	6699.32129278205	1
1649	6692.49951029631	1
1650	6697.5148985329	1
1651	6707.13151357158	1
1652	6684.21353621905	1
1653	6693.3942806412	1
1654	6706.74644711999	1
1655	6724.99958196028	1
1656	6732.31601614038	1
1657	6748.4297408049	1
1658	6761.4634719111	1
1659	6772.93614352035	1
1660	6777.79196351385	1
1661	6802.27845099088	1
1662	6833.66692449137	1
1663	6851.50464010895	1
1664	6872.04937836371	1
1665	6906.28355704315	1
1666	6931.28516452181	1
1667	6947.69305940691	1
1668	6963.98830566049	1
1669	7000.38963803102	1
1670	7046.96866459158	1
1671	7079.7376988555	1
1672	7114.6661803951	1
1673	7184.69562030729	1
1674	7238.4958693933	1
1675	7287.95719024828	1
1676	7344.1868551239	1
1677	7405.22924664108	1
1678	7453.45305692538	1
1679	7533.31053199288	1
1680	7628.5970454553	1
1681	7731.08471725879	1
1682	7829.4438565587	1
1683	7933.03832627405	1
1684	8075.9848757143	1
1685	8195.38803647816	1
1686	8301.89467631944	1
1687	8434.81166082122	1
1688	8587.1417029218	1
1689	8747.42988903589	1
1690	8901.48581327787	1
1691	0	1
1692	0	1
1693	0	1
1694	0	1
1695	0	1
1696	0	1
1697	0	1
1698	0	1
1699	0	1
1700	0	1
1701	0	1
1702	0	1
1703	0	1
1704	0	1
1705	0	1
1706	0	1
1707	0	1
1708	0	1
1709	0	1
1710	0	1
1711	0	1
1712	0	1
1713	0	1
1714	0	1
1715	0	1
1716	0	1
1717	0	1
1718	0	1
1719	0	1
1720	0	1
1721	0	1
1722	0	1
1723	0	1
1724	0	1
1725	0	1
1726	0	1
1727	0	1
1728	0	1
1729	0	1
1730	0	1
1731	0	1
1732	0	1
1733	0	1
1734	0	1
1735	0	1
1736	0	1
1737	0	1
1738	0	1
1739	0	1
1740	0	1
1741	0	1
1742	0	1
1743	0	1
1744	0	1
1745	0	1
1746	0	1
1747	0	1
1748	0	1
1749	0	1
1750	0	1
1751	0	1
1752	0	1
1753	0	1
1754	0	1
1755	0	1
1756	0	1
1757	0	1
1758	0	1
1759	0	1
1760	0	1
1761	0	1
1762	0	1
1763	0	1
1764	0	1
1765	0	1
1766	0	1
1767	0	1
1768	0	1
1769	0	1
1770	0	1
1771	0	1
1772	0	1
1773	0	1
1774	0	1
1775	0	1
1776	0	1
1777	0	1
1778	0	1
1779	0	1
1780	0	1
1781	0	1
1782	0	1
1783	0	1
1784	0	1
1785	0	1
1786	0	1
1787	0	1
1788	0	1
1789	0	1
1790	0	1
1791	0	1
1792	0	1
1793	0	1
1794	0	1
1795	0	1
1796	0	1
1797	0	1
1798	0	1
1799	0	1
1800	0	1
1801	0	1
1802	0	1
1803	0	1
1804	0	1
1805	0	1
1806	0	1
1807	0	1
1808	0	1
1809	0	1
1810	0	1
1811	0	1
1812	0	1
1813	0	1
1814	0	1
1815	0	1
1816	0	1
1817	0	1
1818	0	1
1819	0	1
1820	0	1
1821	0	1
1822	0	1
1823	0	1
1824	0	1
1825	0	1
1826	0	1
1827	0	1
1828	0	1
1829	0	1
1830	0	1
1831	0	1
1832	0	1
1833	0	1
1834	0	1
1835	0	1
1836	0	1
1837	0	1
1838	0	1
1839	0	1
1840	0	1
1841	0	1
1842	0	1
1843	0	1
1844	0	1
1845	0	1
1846	0	1
1847	0	1
1848	0	1
1849	0	1
1850	0	1
1851	0	1
1852	0	1
1853	0	1
1854	0	1
1855	0	1
1856	0	1
1857	0	1
1858	0	1
1859	0	1
1860	0	1
1861	0	1
1862	0	1
1863	0	1
1864	0	1
1865	0	1
1866	0	1
1867	0	1
1868	0	1
1869	0	1
1870	0	1
1871	0	1
1872	0	1
1873	0	1
1874	0	1
1875	0	1
1876	0	1
1877	0	1
1878	0	1
1879	0	1
1880	0	1
1881	0	1
1882	0	1
1883	0	1
1884	0	1
1885	0	1
1886	0	1
1887	0	1
1888	0	1
1889	0	1
1890	0	1
1891	0	1
1892	0	1
1893	0	1
1894	0	1
1895	0	1
1896	0	1
1897	0	1
1898	0	1
1899	0	1
1900	0	1
1901	0	1
1902	0	1
1903	0	1
1904	0	1
1905	0	1
1906	0	1
1907	0	1
1908	0	1
1909	0	1
1910	0	1
1911	0	1
1912	0	1
1913	0	1
1914	0	1
1915	0	1
1916	0	1
1917	0	1
1918	0	1
1919	0	1
1920	0	1
1921	0	1
1922	0	1
1923	0	1
1924	0	1
1925	0	1
1926	0	1
1927	0	1
1928	0	1
1929	0	1
1930	0	1
1931	0	1
1932	0	1
1933	0	1
1934	0	1
1935	0	1
1936	0	1
1937	0	1
1938	0	1
1939	0	1
1940	0	1
1941	0	1
1942	0	1
1943	0	1
1944	0	1
1945	0	1
1946	0	1
1947	0	1
1948	0	1
1949	0	1
1950	0	1
1951	0	1
1952	0	1
1953	0	1
1954	0	1
1955	0	1
1956	0	1
1957	0	1
1958	0	1
1959	0	1
1960	0	1
1961	0	1
1962	0	1
1963	0	1
1964	0	1
1965	0	1
1966	0	1
1967	0	1
1968	0	1
1969	0	1
1970	0	1
1971	0	1
1972	0	1
1973	0	1
1974	0	1
1975	0	1
1976	0	1
1977	0	1
1978	0	1
1979	0	1
1980	0	1
1981	0	1
1982	0	1
1983	0	1
1984	0	1
1985	0	1
1986	0	1
1987	0	1
1988	0	1
1989	0	1
1990	0	1
1991	0	1
1992	0	1
1993	0	1
1994	0	1
1995	0	1
1996	0	1
1997	0	1
1998	0	1
1999	0	1
2000	0	1
2001	0	1
2002	0	1
2003	0	1
2004	0	1
2005	0	1
2006	0	1
2007	0	1
2008	0	1
2009	0	1
2010	0	1
2011	0	1
2012	0	1
2013	0	1
2014	0	1
2015	0	1
2016	0	1
2017	0	1
2018	0	1
2019	0	1
2020	0	1
2021	0	1
2022	0	1
2023	0	1
2024	0	1
2025	0	1
2026	0	1
2027	0	1
2028	0	1
2029	0	1
2030	0	1
2031	0	1
2032	0	1
2033	0	1
2034	0	1
2035	0	1
2036	0	1
2037	0	1
2038	0	1
2039	0	1
2040	0	1
2041	0	1
2042	0	1
2043	0	1
2044	0	1
2045	0	1
2046	0	1
2047	0	1
2048	0	1
