Px	Sensitivity	Additional multiplier
1348	16531.2812951845	1
1349	16532.8784258884	1
1350	16539.6551942959	1
1351	16522.7035661487	1
1352	16516.0934833905	1
1353	16511.0364188359	1
1354	16521.3124300282	1
1355	16517.3710312459	1
1356	16494.6546035055	1
1357	16477.2842024754	1
1358	16459.0144303872	1
1359	16440.5421836181	1
1360	16433.6938770593	1
1361	16418.9602296712	1
1362	16410.633847242	1
1363	16395.6646367757	1
1364	16378.6935589797	1
1365	16371.9585416069	1
1366	16351.0056407388	1
1367	16315.6955302042	1
1368	16301.6002927359	1
1369	16296.559566518	1
1370	16275.4224882461	1
1371	16236.9635916327	1
1372	16226.7494332918	1
1373	16204.4320558145	1
1374	16188.9387452708	1
1375	16149.3199069707	1
1376	16136.7195111722	1
1377	16139.5924797989	1
1378	16155.7382451522	1
1379	16165.8264655136	1
1380	16189.9208594916	1
1381	16191.0837208214	1
1382	16188.8789956567	1
1383	16183.9931434721	1
1384	16189.8122791411	1
1385	16204.2271165448	1
1386	16201.9519195011	1
1387	16211.2445971978	1
1388	16244.2490099571	1
1389	16270.0838413066	1
1390	16292.8659564081	1
1391	16320.1456961873	1
1392	16336.2270761473	1
1393	16335.0916036137	1
1394	16347.0348415884	1
1395	16350.5594067748	1
1396	16363.7650050055	1
1397	16384.9510334431	1
1398	16395.5117891258	1
1399	16395.1827994246	1
1400	16376.5181941365	1
1401	16358.4312855384	1
1402	16369.4338230508	1
1403	16383.2829132166	1
1404	16389.7932157501	1
1405	16380.9352942694	1
1406	16363.2424796902	1
1407	16351.7545337623	1
1408	16345.1333843792	1
1409	16326.1155100795	1
1410	16311.870254423	1
1411	16283.5650188499	1
1412	16269.9619764005	1
1413	16252.2219761434	1
1414	16249.2685726795	1
1415	16239.4605453974	1
1416	16224.9307075313	1
1417	16218.3037275079	1
1418	16202.8916596736	1
1419	16184.4388108598	1
1420	16157.1591062675	1
1421	16142.9641393455	1
1422	16125.3564295167	1
1423	16099.0837693365	1
1424	16073.4402045643	1
1425	16055.5163952143	1
1426	16048.4696596979	1
1427	16059.7393743739	1
1428	16074.1847953633	1
1429	16077.2284970019	1
1430	16071.9499074043	1
1431	16064.7882955863	1
1432	16074.0345107564	1
1433	16077.5970309104	1
1434	16088.4741427692	1
1435	16090.2510707221	1
1436	16084.2699143531	1
1437	16090.7765566954	1
1438	16099.2070994946	1
1439	16086.5696809328	1
1440	16089.0746506737	1
1441	16116.8592683215	1
1442	16140.0004105447	1
1443	16139.9228107538	1
1444	16148.4393485108	1
1445	16156.6580815225	1
1446	16161.9902879528	1
1447	16177.6362583493	1
1448	16172.4004035469	1
1449	16171.3813693231	1
1450	16169.1608856034	1
1451	16178.0910532872	1
1452	16184.776688588	1
1453	16185.2264171118	1
1454	16179.0315163564	1
1455	16179.3135061594	1
1456	16177.3244022733	1
1457	16185.6411315473	1
1458	16192.322080394	1
1459	16198.719241531	1
1460	16211.5206067438	1
1461	16208.8037684616	1
1462	16181.9672711297	1
1463	16159.6572518857	1
1464	16144.8894428219	1
1465	16132.1339431746	1
1466	16123.78427065	1
1467	16117.3439994092	1
1468	16106.5582706625	1
1469	16090.1349128765	1
1470	16060.92292891	1
1471	16042.0153561797	1
1472	16029.9194474837	1
1473	16019.5367853564	1
1474	15991.8502061754	1
1475	15984.4460985935	1
1476	15977.5387957529	1
1477	15976.7949049179	1
1478	15968.4224862886	1
1479	15950.72246193	1
1480	15933.3738050388	1
1481	15928.409095469	1
1482	15930.1415599497	1
1483	15932.4841185594	1
1484	15936.6026120142	1
1485	15946.5293370573	1
1486	15947.9277392363	1
1487	15953.4398161369	1
1488	15959.3103459096	1
1489	15965.1733283885	1
1490	15971.7330981552	1
1491	15987.0671275298	1
1492	16015.4817588487	1
1493	16001.2523105172	1
1494	15989.2895752138	1
1495	16003.9278822712	1
1496	16007.4352397299	1
1497	16002.2380038443	1
1498	16005.4045243354	1
1499	16026.4748102966	1
1500	16046.1447762126	1
1501	16059.3830877742	1
1502	16056.0127738485	1
1503	16039.9219864233	1
1504	16041.1381422163	1
1505	16043.39359232	1
1506	16037.2014206184	1
1507	16040.779103175	1
1508	16030.4690001256	1
1509	16026.7454234455	1
1510	16025.1250549996	1
1511	16029.620983085	1
1512	16031.319301014	1
1513	16011.7496368677	1
1514	16017.0176817041	1
1515	16015.0902228456	1
1516	16015.4593458252	1
1517	16006.615763393	1
1518	15994.0691293328	1
1519	15970.5256232206	1
1520	15937.3863141944	1
1521	15909.2894672479	1
1522	15891.0113470647	1
1523	15897.5471117552	1
1524	15908.5358707795	1
1525	15901.0288693483	1
1526	15889.9540913724	1
1527	15879.1442869381	1
1528	15872.5880253851	1
1529	15868.3156091949	1
1530	15847.7732649642	1
1531	15835.8102732916	1
1532	15830.0917808903	1
1533	15816.6689668832	1
1534	15816.6414910545	1
1535	15825.3739294952	1
1536	15845.3251974725	1
1537	15852.512177587	1
1538	15865.0856210974	1
1539	15877.5210258311	1
1540	15887.2803845543	1
1541	15887.5384160292	1
1542	15913.022080692	1
1543	15923.0945281945	1
1544	15933.4139703803	1
1545	15941.9894166215	1
1546	15941.1742314821	1
1547	15952.5807770867	1
1548	15963.3445050619	1
1549	15956.880339932	1
1550	15947.7978201244	1
1551	15956.643485578	1
1552	15969.5791956359	1
1553	15972.3081783485	1
1554	15966.0494861154	1
1555	15957.4102115147	1
1556	15949.8901927281	1
1557	15940.7604787863	1
1558	15923.08233139	1
1559	15915.0850251428	1
1560	15906.8325731942	1
1561	15902.1852481267	1
1562	15902.5575908152	1
1563	15892.92752583	1
1564	15893.2145770125	1
1565	15869.0468866843	1
1566	15866.7639401561	1
1567	15866.7382966354	1
1568	15865.3819183238	1
1569	15867.5223014273	1
1570	15878.64362565	1
1571	15894.0122803711	1
1572	15898.8453781507	1
1573	15894.5895114221	1
1574	15902.6012825324	1
1575	15926.0865399308	1
1576	15953.3813887237	1
1577	15976.2192984714	1
1578	15974.8736038907	1
1579	15989.4306686302	1
1580	16008.7324238911	1
1581	16028.6248284308	1
1582	16038.7207194177	1
1583	16046.4119368974	1
1584	16052.9307342436	1
1585	16056.3671384919	1
1586	16077.1066644127	1
1587	16098.5280616173	1
1588	16129.4621859465	1
1589	16144.9254970337	1
1590	16170.4804113052	1
1591	16205.4007146711	1
1592	16243.8693861704	1
1593	16262.6617570925	1
1594	16271.0892568547	1
1595	16287.1198516637	1
1596	16289.1468381814	1
1597	16282.6768224526	1
1598	16284.4104277142	1
1599	16302.3906180003	1
1600	16297.2383534045	1
1601	16286.1250159794	1
1602	16285.5739104651	1
1603	16299.6419386597	1
1604	16317.3328732622	1
1605	16332.7333137775	1
1606	16346.1224828401	1
1607	16363.171387067	1
1608	16369.4259530084	1
1609	16356.1028892259	1
1610	16366.4991255828	1
1611	16373.0006587495	1
1612	16364.5891773272	1
1613	16353.9925922655	1
1614	16353.8936721287	1
1615	16362.4831247219	1
1616	16366.449195821	1
1617	16377.7102630631	1
1618	16394.329945064	1
1619	16389.7310091257	1
1620	16388.9237473254	1
1621	16415.7041455202	1
1622	16436.7186402276	1
1623	16446.2765343922	1
1624	16454.1938574941	1
1625	16470.1864912118	1
1626	16469.3588375108	1
1627	16468.5551725966	1
1628	16458.2698639021	1
1629	16453.8543746529	1
1630	16465.5411134162	1
1631	16461.0266067006	1
1632	16454.5107290007	1
1633	16462.0260374714	1
1634	16469.473187686	1
1635	16491.3397547355	1
1636	16519.7297223663	1
1637	16529.9909686785	1
1638	16560.1066439685	1
1639	16578.4701264339	1
1640	16604.2505561656	1
1641	16613.9367200345	1
1642	16626.1242109244	1
1643	16644.7991912997	1
1644	16667.3624821309	1
1645	16698.7422873949	1
1646	16730.0920637631	1
1647	16751.4197537811	1
1648	16790.927252804	1
1649	16820.8782183659	1
1650	16835.5876192051	1
1651	16861.4954888392	1
1652	16889.5341560018	1
1653	16919.4050229002	1
1654	16951.8777416634	1
1655	16971.8558557582	1
1656	16998.1996307701	1
1657	17009.652834644	1
1658	17039.1761586183	1
1659	17052.932176418	1
1660	17057.0114075892	1
1661	17097.8652079383	1
1662	17153.1426107267	1
1663	17185.7898517945	1
1664	17227.8417072891	1
1665	17257.3145864126	1
1666	17283.6705027814	1
1667	17299.9830371062	1
1668	17359.3384846561	1
1669	17422.9090582026	1
1670	17476.5054832881	1
1671	17552.3048419249	1
1672	17635.6797850353	1
1673	17727.6539734292	1
1674	17811.1463405631	1
1675	17902.360669189	1
1676	18010.6884067795	1
1677	18106.6963054681	1
1678	18224.9947783548	1
1679	18358.1575558701	1
1680	18504.499347405	1
1681	18674.026309672	1
1682	18806.0015797064	1
1683	18953.0659541057	1
1684	19148.358911937	1
1685	19337.6608764965	1
1686	19562.8343362355	1
1687	19821.6751426993	1
1688	20111.3849847082	1
1689	20392.8092108096	1
1690	20714.6104473884	1
1691	0	1
1692	0	1
1693	0	1
1694	0	1
1695	0	1
1696	0	1
1697	0	1
1698	0	1
1699	0	1
1700	0	1
1701	0	1
1702	0	1
1703	0	1
1704	0	1
1705	0	1
1706	0	1
1707	0	1
1708	0	1
1709	0	1
1710	0	1
1711	0	1
1712	0	1
1713	0	1
1714	0	1
1715	0	1
1716	0	1
1717	0	1
1718	0	1
1719	0	1
1720	0	1
1721	0	1
1722	0	1
1723	0	1
1724	0	1
1725	0	1
1726	0	1
1727	0	1
1728	0	1
1729	0	1
1730	0	1
1731	0	1
1732	0	1
1733	0	1
1734	0	1
1735	0	1
1736	0	1
1737	0	1
1738	0	1
1739	0	1
1740	0	1
1741	0	1
1742	0	1
1743	0	1
1744	0	1
1745	0	1
1746	0	1
1747	0	1
1748	0	1
1749	0	1
1750	0	1
1751	0	1
1752	0	1
1753	0	1
1754	0	1
1755	0	1
1756	0	1
1757	0	1
1758	0	1
1759	0	1
1760	0	1
1761	0	1
1762	0	1
1763	0	1
1764	0	1
1765	0	1
1766	0	1
1767	0	1
1768	0	1
1769	0	1
1770	0	1
1771	0	1
1772	0	1
1773	0	1
1774	0	1
1775	0	1
1776	0	1
1777	0	1
1778	0	1
1779	0	1
1780	0	1
1781	0	1
1782	0	1
1783	0	1
1784	0	1
1785	0	1
1786	0	1
1787	0	1
1788	0	1
1789	0	1
1790	0	1
1791	0	1
1792	0	1
1793	0	1
1794	0	1
1795	0	1
1796	0	1
1797	0	1
1798	0	1
1799	0	1
1800	0	1
1801	0	1
1802	0	1
1803	0	1
1804	0	1
1805	0	1
1806	0	1
1807	0	1
1808	0	1
1809	0	1
1810	0	1
1811	0	1
1812	0	1
1813	0	1
1814	0	1
1815	0	1
1816	0	1
1817	0	1
1818	0	1
1819	0	1
1820	0	1
1821	0	1
1822	0	1
1823	0	1
1824	0	1
1825	0	1
1826	0	1
1827	0	1
1828	0	1
1829	0	1
1830	0	1
1831	0	1
1832	0	1
1833	0	1
1834	0	1
1835	0	1
1836	0	1
1837	0	1
1838	0	1
1839	0	1
1840	0	1
1841	0	1
1842	0	1
1843	0	1
1844	0	1
1845	0	1
1846	0	1
1847	0	1
1848	0	1
1849	0	1
1850	0	1
1851	0	1
1852	0	1
1853	0	1
1854	0	1
1855	0	1
1856	0	1
1857	0	1
1858	0	1
1859	0	1
1860	0	1
1861	0	1
1862	0	1
1863	0	1
1864	0	1
1865	0	1
1866	0	1
1867	0	1
1868	0	1
1869	0	1
1870	0	1
1871	0	1
1872	0	1
1873	0	1
1874	0	1
1875	0	1
1876	0	1
1877	0	1
1878	0	1
1879	0	1
1880	0	1
1881	0	1
1882	0	1
1883	0	1
1884	0	1
1885	0	1
1886	0	1
1887	0	1
1888	0	1
1889	0	1
1890	0	1
1891	0	1
1892	0	1
1893	0	1
1894	0	1
1895	0	1
1896	0	1
1897	0	1
1898	0	1
1899	0	1
1900	0	1
1901	0	1
1902	0	1
1903	0	1
1904	0	1
1905	0	1
1906	0	1
1907	0	1
1908	0	1
1909	0	1
1910	0	1
1911	0	1
1912	0	1
1913	0	1
1914	0	1
1915	0	1
1916	0	1
1917	0	1
1918	0	1
1919	0	1
1920	0	1
1921	0	1
1922	0	1
1923	0	1
1924	0	1
1925	0	1
1926	0	1
1927	0	1
1928	0	1
1929	0	1
1930	0	1
1931	0	1
1932	0	1
1933	0	1
1934	0	1
1935	0	1
1936	0	1
1937	0	1
1938	0	1
1939	0	1
1940	0	1
1941	0	1
1942	0	1
1943	0	1
1944	0	1
1945	0	1
1946	0	1
1947	0	1
1948	0	1
1949	0	1
1950	0	1
1951	0	1
1952	0	1
1953	0	1
1954	0	1
1955	0	1
1956	0	1
1957	0	1
1958	0	1
1959	0	1
1960	0	1
1961	0	1
1962	0	1
1963	0	1
1964	0	1
1965	0	1
1966	0	1
1967	0	1
1968	0	1
1969	0	1
1970	0	1
1971	0	1
1972	0	1
1973	0	1
1974	0	1
1975	0	1
1976	0	1
1977	0	1
1978	0	1
1979	0	1
1980	0	1
1981	0	1
1982	0	1
1983	0	1
1984	0	1
1985	0	1
1986	0	1
1987	0	1
1988	0	1
1989	0	1
1990	0	1
1991	0	1
1992	0	1
1993	0	1
1994	0	1
1995	0	1
1996	0	1
1997	0	1
1998	0	1
1999	0	1
2000	0	1
2001	0	1
2002	0	1
2003	0	1
2004	0	1
2005	0	1
2006	0	1
2007	0	1
2008	0	1
2009	0	1
2010	0	1
2011	0	1
2012	0	1
2013	0	1
2014	0	1
2015	0	1
2016	0	1
2017	0	1
2018	0	1
2019	0	1
2020	0	1
2021	0	1
2022	0	1
2023	0	1
2024	0	1
2025	0	1
2026	0	1
2027	0	1
2028	0	1
2029	0	1
2030	0	1
2031	0	1
2032	0	1
2033	0	1
2034	0	1
2035	0	1
2036	0	1
2037	0	1
2038	0	1
2039	0	1
2040	0	1
2041	0	1
2042	0	1
2043	0	1
2044	0	1
2045	0	1
2046	0	1
2047	0	1
2048	0	1
